"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping","Mapping: W5 Mapping"
"QuestionnaireResponse","","Form
QuestionnaireAnswers","",0,*,"","","","","shr-core-QuestionnaireResponse","A structured set of questions and their answers. The questions are ordered and grouped into coherent subsets, corresponding to the structure of the grouping of the questionnaire being responded to.","The QuestionnaireResponse contains enough information about the questions asked and their organization that it can be interpreted somewhat independently from the Questionnaire it is based on.  I.e. You don't need access to the Questionnaire in order to extract basic information from a QuestionnaireResponse.","","","","","","","","",,,,,"",,,,"",0,null,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-1:If the resource is contained in another resource, it SHALL NOT contain any narrative {contained.text.empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource {contained.where(('#'+id in %resource.descendants().reference).not()).empty()}","Entity. Role, or Act","Observation[moodCode=EVN]","infrastructure.information"
"QuestionnaireResponse.item.answer.item.answer.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional Content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","","n/a"
"QuestionnaireResponse.item.answer.item.answer.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","","N/A"
"QuestionnaireResponse.item.answer.item.answer.value[x]","","","",0,1,"","","","boolean {[]} {[]}
decimal {[]} {[]}integer {[]} {[]}date {[]} {[]}dateTime {[]} {[]}time {[]} {[]}string {[]} {[]}uri {[]} {[]}Attachment {[]} {[]}Coding {[]} {[]}Quantity {[]} {[]}Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}","Single-valued answer to the question","The answer (or one of the answers) provided by the respondent to the question.","More complex structures (Attachment, Resource and Quantity) will typically be limited to electronic forms that can expose an appropriate user interface to capture the components and enforce the constraints of a complex data type.  Additional complex types can be introduced through extensions.","Ability to retain a single-valued answer to a question.","","","","","","","",,"example","Code indicating the response provided for a question.","http://hl7.org/fhir/ValueSet/questionnaire-answers","",,,,"",0,null,"","",".item"
"QuestionnaireResponse.item.answer.item.answer.item","","","",0,*,"","","","","Nested groups and questions","Nested groups and/or questions found within this particular answer.","","It is useful to have ""sub-questions"", questions which normally appear when certain answers are given and which collect additional details.","","","","","","","",,,,,"",,,,"",0,null,"","",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item.answer.item.item","","","",0,*,"","","","","Nested questionnaire response items","Questions or sub-groups nested beneath a question or group.","","Reports can consist of complex nested groups.","","","","","","","",,,,,"",,,,"",0,null,"","",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item.item","","","",0,*,"","","","BackboneElement {[]} {[]}
","Nested questionnaire response items","Questions or sub-groups nested beneath a question or group.","","Reports can consist of complex nested groups.","","","","","","","",,,,,"",,,,"",0,null,"","",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item.item.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"QuestionnaireResponse.item.item.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional Content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","","n/a"
"QuestionnaireResponse.item.item.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","","N/A"
"QuestionnaireResponse.item.item.linkId","","","",1,1,"","","","string {[]} {[]}
","Pointer to specific item from Questionnaire","The item from the Questionnaire that corresponds to this item in the QuestionnaireResponse resource.","","Items can repeat in the answers, so a direct 1..1 correspondence by position may not exist - requiring correspondence by identifier.","","","","","","","",,,,,"",,,,"",0,null,"","",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].id"
"QuestionnaireResponse.item.item.definition","","","",0,1,"","","","uri {[]} {[]}
","ElementDefinition - details for the item","A reference to an [ElementDefinition](elementdefinition.html) that provides the details for the item.","The ElementDefinition must be in a [StructureDefinition](structuredefinition.html) or a [DataElement](dataelement.html), and must have a fragment identifier that identifies the specific data element by its id (Element.id). E.g. http://hl7.org/fhir/StructureDefinition/Observation#Observation.value[x].

There is no need for this element if the item pointed to by the linkId has a definition listed.","A common pattern is to define a set of data elements, and then build multiple different questionnaires for different circumstances to gather the data. This element provides traceability to the common definition.","","","","","","","",,,,,"",,,,"",0,null,"","",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].code"
"QuestionnaireResponse.item.item.text","","","",0,1,"","","","string {[]} {[]}
","Name for group or question text","Text that is displayed above the contents of the group or as the text of the question being answered.","","Allows the questionnaire response to be read without access to the questionnaire.","","","","","","","",,,,,"",,,,"",0,null,"","",".text"
"QuestionnaireResponse.item.item.subject","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","The subject this group's answers are about","More specific subject this section's answers are about, details the subject given in QuestionnaireResponse.","","Sometimes a group of answers is about a specific participant, artifact or piece of information in the patient's care or record, e.g. a specific Problem, RelatedPerson, Allergy etc.","","","","","","","",,,,,"",,,,"",0,null,"","",".participation[typeCode=SBJ].role or .outboundRelationship[typeCode=SUBJ].target"
"QuestionnaireResponse.item.item.answer","","","",0,*,"","","","BackboneElement {[]} {[]}
","The response(s) to the question","The respondent's answer(s) to the question.","The value is nested because we cannot have a repeating structure that has variable type.","","","","","","","","",,,,,"",,,,"",0,null,"","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
",".value[type=LIST_ANY]"
"QuestionnaireResponse.item.item.answer.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"QuestionnaireResponse.item.item.answer.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional Content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","","n/a"
"QuestionnaireResponse.item.item.answer.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","","N/A"
"QuestionnaireResponse.item.item.answer.value[x]","","","",0,1,"","","","boolean {[]} {[]}
decimal {[]} {[]}integer {[]} {[]}date {[]} {[]}dateTime {[]} {[]}time {[]} {[]}string {[]} {[]}uri {[]} {[]}Attachment {[]} {[]}Coding {[]} {[]}Quantity {[]} {[]}Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}","Single-valued answer to the question","The answer (or one of the answers) provided by the respondent to the question.","More complex structures (Attachment, Resource and Quantity) will typically be limited to electronic forms that can expose an appropriate user interface to capture the components and enforce the constraints of a complex data type.  Additional complex types can be introduced through extensions.","Ability to retain a single-valued answer to a question.","","","","","","","",,"example","Code indicating the response provided for a question.","http://hl7.org/fhir/ValueSet/questionnaire-answers","",,,,"",0,null,"","",".item"
"QuestionnaireResponse.item.item.answer.item","","","",0,*,"","","","","Nested groups and questions","Nested groups and/or questions found within this particular answer.","","It is useful to have ""sub-questions"", questions which normally appear when certain answers are given and which collect additional details.","","","","","","","",,,,,"",,,,"",0,null,"","",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
"QuestionnaireResponse.item.item.item","","","",0,*,"","","","","Nested questionnaire response items","Questions or sub-groups nested beneath a question or group.","","Reports can consist of complex nested groups.","","","","","","","",,,,,"",,,,"",0,null,"","",".outboundRelationship[typeCode=COMP].target[classCode=OBS, moodCode=EVN]"
